customer_id,customer_first_name,customer_last_name,product_name,category_name,customer_segment,customer_city,customer_state,customer_country,customer_region,delivery_status,order_id,shipping_type,days_for_shipment_scheduled,days_for_shipment_real,order_item_discount,sales_per_order,order_quantity,profit_per_order,order_update,ship_update
C_ID_66336,Mary,O'Donnell,"Ooma Telo VoIP Home Phone System",Technology,Consumer,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000254,"Standard Class",4,2,4,40,1,16.38,2020-10-24,2020-10-26
C_ID_67516,Cynthia,Satty,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Consumer,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000255,"Standard Class",4,2,10,100,1,30.42,2020-10-19,2020-10-21
C_ID_65576,John,Daly,"Xerox 190","Office Supplies",Consumer,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000256,"Standard Class",4,2,30,300,4,27,2020-11-12,2020-09-16
C_ID_64821,Linda,Zypern,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Consumer,Pomona,California,"United States",West,"Advance shipping",O_ID_3000257,"Standard Class",4,2,30,300,5,17.01,2020-09-22,2020-09-24
C_ID_50847,Donna,Jacobs,"Wilson Jones Hanging View Binder, White, 1""","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3004502,"Second Class",2,2,90,500,5,20.5,2020-05-01,2020-05-03
C_ID_63362,Mary,Barreto,"Xerox 1983","Office Supplies",Consumer,"San Francisco",California,"United States",West,"Shipping on time",O_ID_3004510,"Second Class",2,2,45,500,5,104.64,2020-04-21,2020-04-23
C_ID_63461,Mari,Anderson,"Newell 35","Office Supplies",Consumer,Springfield,Ohio,"United States",East,"Advance shipping",O_ID_3000260,"Standard Class",4,2,43,357,3,98.36,2020-10-23,2020-10-25
C_ID_45196,Linda,Anderson,"Imation Swivel Flash Drive USB flash drive - 8 GB",Technology,Consumer,"Des Moines",Iowa,"United States",Central,"Advance shipping",O_ID_3000261,"Standard Class",4,2,36,300,5,-57.28,2020-09-22,2020-09-24
C_ID_44816,Mary,Kotsonis,"Newell 308","Office Supplies",Corporate,"Des Moines",Iowa,"United States",Central,"Advance shipping",O_ID_3000262,"Standard Class",4,2,48,400,5,17.6,2020-09-16,2020-09-18
C_ID_67476,Shafira,Kotsonis,"Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies",Corporate,Albuquerque,"New Mexico","United States",West,"Advance shipping",O_ID_3000263,"Standard Class",4,2,54,452,5,149.17,2020-12-13,2020-10-17
C_ID_63362,Victoria,Boeckenhauer,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Consumer,Baltimore,Maryland,"United States",East,"Shipping on time",O_ID_3004513,"Second Class",2,2,15,500,5,242.48,2020-05-06,2020-07-06
C_ID_61811,Ashley,Doherty,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",Technology,Corporate,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000265,"Standard Class",4,2,52,120,1,87,2020-10-21,2020-10-23
C_ID_67051,Mary,Kotsonis,"Griffin GC17055 Auxiliary Audio Cable",Technology,Corporate,Brownsville,Texas,"United States",Central,"Advance shipping",O_ID_3000266,"Standard Class",4,2,26,200,1,83.52,2020-10-28,2020-10-30
C_ID_70136,Kelly,Pelletier,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",Furniture,"Home Office","New York City","New York","United States",East,"Advance shipping",O_ID_3000267,"Standard Class",4,2,52,400,1,74.12,2020-08-12,2020-10-12
C_ID_68001,John,VanderZanden,"Hon 94000 Series Round Tables",Furniture,Consumer,"Long Beach","New York","United States",East,"Advance shipping",O_ID_3000268,"Standard Class",4,2,26,200,4,21.75,2020-11-12,2020-09-16
C_ID_67586,Anna,VanderZanden,"Poly String Tie Envelopes","Office Supplies",Consumer,Brownsville,Texas,"United States",Central,"Advance shipping",O_ID_3000269,"Standard Class",4,2,46,350,1,63.94,2020-09-25,2020-09-27
C_ID_69586,Daniel,Raglin,"AT&T TR1909W",Technology,"Home Office",Seattle,Washington,"United States",West,"Shipping on time",O_ID_3000270,"Second Class",2,2,40,250,1,54.6,2020-07-20,2020-07-22
C_ID_67126,Anthony,Gockenbach,"Bush Advantage Collection Racetrack Conference Table",Furniture,Consumer,"Apple Valley",Minnesota,"United States",Central,"Shipping on time",O_ID_3000271,"Second Class",2,2,50,250,1,17.59,2020-06-16,2020-06-18
C_ID_44996,Mary,Armstrong,"O'Sullivan Living Dimensions 2-Shelf Bookcases",Furniture,Consumer,Seattle,Washington,"United States",West,"Shipping on time",O_ID_3000272,"Second Class",2,2,20,200,1,88.18,2020-12-10,2020-07-17
C_ID_45456,Mary,Packer,"Global Stack Chair without Arms, Black",Furniture,"Home Office",Brownsville,Texas,"United States",Central,"Shipping on time",O_ID_3000273,"Second Class",2,2,50,250,1,50,2020-08-25,2020-08-27
C_ID_67206,Kathleen,Gilcrest,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","Office Supplies",Corporate,Tampa,Florida,"United States",South,"Shipping on time",O_ID_3000274,"Second Class",2,2,30,250,1,101.16,2020-04-09,2020-06-09
C_ID_67476,Kathleen,Miller,"Peel-Off China Markers","Office Supplies",Consumer,"San Francisco",California,"United States",West,"Shipping on time",O_ID_3000275,"Second Class",2,2,65,120,1,147.02,2020-04-09,2020-06-09
C_ID_68186,Mary,Packer,"Airmail Envelopes","Office Supplies","Home Office",Tampa,Florida,"United States",South,"Shipping on time",O_ID_3000276,"Second Class",2,2,4,110,1,-71.81,2020-05-16,2020-05-18
C_ID_38581,Diane,liebe,"Avery 490","Office Supplies",Corporate,Miami,Florida,"United States",South,"Shipping on time",O_ID_3000277,"Second Class",2,2,35,120,1,79.04,2020-07-22,2020-07-24
C_ID_36291,Mary,Carroll,"Space Solutions Commercial Steel Shelving","Office Supplies",Consumer,Tampa,Florida,"United States",South,"Shipping on time",O_ID_3000278,"Second Class",2,2,30,120,1,64.79,2020-06-23,2020-06-25
C_ID_38251,Mary,liebe,"Sterilite Show Offs Storage Containers","Office Supplies",Corporate,Chicago,Illinois,"United States",Central,"Shipping on time",O_ID_3000279,"Second Class",2,2,42,250,1,75.29,2020-11-11,2020-08-16
C_ID_41056,Mary,Packer,"Innergie mMini Combo Duo USB Travel Charging Kit",Technology,"Home Office",Philadelphia,Pennsylvania,"United States",East,"Shipping on time",O_ID_3000280,"Second Class",2,2,3,250,1,64.35,2020-05-22,2020-05-24
C_ID_35691,Mary,Glocke,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Consumer,"San Francisco",California,"United States",West,"Shipping on time",O_ID_3000281,"Second Class",2,2,18,250,1,60.45,2020-08-26,2020-08-28
C_ID_35691,Mary,Avila,"Fellowes Advanced Computer Series Surge Protectors","Office Supplies",Consumer,Chicago,Illinois,"United States",Central,"Shipping on time",O_ID_3000282,"Second Class",2,2,32,250,1,78.27,2020-06-11,2020-08-11
C_ID_34181,Jerry,Glocke,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies",Consumer,Vallejo,California,"United States",West,"Shipping on time",O_ID_3000283,"Second Class",2,2,75,120,1,17,2020-05-10,2020-07-10
C_ID_38746,Mary,Bern,"Avery Hole Reinforcements","Office Supplies",Corporate,Revere,Massachusetts,"United States",East,"Shipping on time",O_ID_3000284,"Second Class",2,2,13,80,1,23.51,2020-06-29,2020-07-01
C_ID_36771,Mary,Glocke,"Ibico Plastic and Wire Spiral Binding Combs","Office Supplies",Consumer,Vallejo,California,"United States",West,"Shipping on time",O_ID_3000285,"Second Class",2,2,22,125,1,35.86,2020-07-23,2020-07-25
C_ID_40321,Mary,Dickinson,"Fellowes Black Plastic Comb Bindings","Office Supplies",Consumer,Revere,Massachusetts,"United States",East,"Shipping on time",O_ID_3000286,"Second Class",2,2,0,120,1,-824.92,2020-07-19,2020-07-21
C_ID_34566,Henry,O'Carroll,"Avery Round Ring Poly Binders","Office Supplies",Consumer,"Virginia Beach",Virginia,"United States",South,"Shipping on time",O_ID_3000287,"Second Class",2,2,0,140,1,-102.58,2020-04-19,2020-04-21
C_ID_41121,Mary,Avila,"GBC DocuBind 200 Manual Binding Machine","Office Supplies",Consumer,Athens,Georgia,"United States",South,"Shipping on time",O_ID_3000288,"Second Class",2,2,2,200,1,89.08,2020-04-27,2020-04-29
C_ID_39946,Mary,Dickinson,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",Technology,Consumer,Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000289,"Second Class",2,2,5,250,1,4.9,2020-05-22,2020-05-24
C_ID_37801,Hannah,Miller,"Pressboard Data Binder, Crimson, 12" X 8 1/2"""","Office Supplies",Consumer,Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000290,"Second Class",2,2,23,250,1,22.75,2020-04-20,2020-04-22
C_ID_37151,Mary,Harms,"Zipper Ring Binder Pockets","Office Supplies",Corporate,Athens,Georgia,"United States",South,"Shipping on time",O_ID_3000291,"Second Class",2,2,22,250,1,79.59,2020-07-16,2020-07-18
C_ID_38836,Carolyn,Miller,"Avery 490","Office Supplies",Consumer,Athens,Georgia,"United States",South,"Shipping on time",O_ID_3000292,"Second Class",2,2,25,250,1,-19.79,2020-08-23,2020-08-25
C_ID_38526,Mary,Harms,"Rogers Profile Extra Capacity Storage Tub","Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000293,"Second Class",2,2,40,250,1,100.8,2020-01-11,2020-03-11
C_ID_32311,Mary,Häberlin,"Luxo Adjustable Task Clamp Lamp",Furniture,Corporate,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000294,"Second Class",2,2,50,250,1,-140,2020-06-08,2020-08-08
C_ID_32841,Mary,Dowd,"Euro-Pro Shark Turbo Vacuum","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000295,"Second Class",2,2,50,250,1,2.6,2020-05-22,2020-05-24
C_ID_34541,Mary,Craven,"Xerox 1947","Office Supplies",Consumer,Detroit,Michigan,"United States",Central,"Advance shipping",O_ID_3000296,"Standard Class",4,2,0,300,1,137.99,2020-11-25,2020-11-27
C_ID_32356,Amy,Craven,"Xerox 1898","Office Supplies",Consumer,Detroit,Michigan,"United States",Central,"Advance shipping",O_ID_3000297,"Standard Class",4,2,1,130,1,8.11,2020-09-03,2020-02-12
C_ID_38346,Jesse,Dowd,"Xerox 1990","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000298,"Standard Class",4,2,1,130,1,14.28,2020-10-29,2020-10-31
C_ID_40936,Mary,Dowd,"Motorola Droid Maxx",Technology,Consumer,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000299,"Standard Class",4,2,15,300,1,-455.97,2020-12-01,2020-12-03
C_ID_39651,Mary,Edelman,"Staple envelope","Office Supplies",Corporate,Lafayette,Louisiana,"United States",South,"Advance shipping",O_ID_3000300,"Standard Class",4,2,3,50,1,23.14,2020-02-12,2020-04-12
C_ID_33641,Robert,Edelman,"Logitech G600 MMO Gaming Mouse",Technology,Corporate,Lafayette,Louisiana,"United States",South,"Advance shipping",O_ID_3000301,"Standard Class",4,2,28,400,1,45.38,2020-01-01,2020-01-03
C_ID_34541,Mary,Edelman,"Enermax Briskie RF Wireless Keyboard and Mouse Combo",Technology,Corporate,Lafayette,Louisiana,"United States",South,"Advance shipping",O_ID_3000302,"Standard Class",4,2,12,130,1,41.4,2020-10-23,2020-10-25
C_ID_47351,Mary,Satty,"Advantus Panel Wall Acrylic Frame",Furniture,Consumer,Lafayette,Louisiana,"United States",South,"Advance shipping",O_ID_3000303,"Standard Class",4,2,7,50,1,7.09,2020-11-22,2020-11-24
C_ID_41696,Mary,Satty,"Newell 319","Office Supplies",Consumer,Alexandria,Virginia,"United States",South,"Advance shipping",O_ID_3000304,"Standard Class",4,2,26,200,1,17.4,2020-01-04,2020-03-04
C_ID_45526,Mary,Zewe,"Avery Non-Stick Binders","Office Supplies",Corporate,"Dearborn Heights",Michigan,"United States",Central,"Advance shipping",O_ID_3000305,"Standard Class",4,2,20,130,1,34.58,2020-01-04,2020-03-04
C_ID_47766,Mary,Knutson,"Avery 518","Office Supplies","Home Office","Dearborn Heights",Michigan,"United States",Central,"Advance shipping",O_ID_3000306,"Standard Class",4,2,30,200,1,61.2,2020-11-25,2020-11-27
C_ID_41836,Robert,Black,"Xerox 1966","Office Supplies",Corporate,Alexandria,Virginia,"United States",South,"Advance shipping",O_ID_3000307,"Standard Class",4,2,21,130,1,52.41,2020-01-01,2020-01-03
C_ID_49881,Marie,Black,"Xerox 209","Office Supplies",Corporate,Richmond,Kentucky,"United States",South,"Advance shipping",O_ID_3000308,"Standard Class",4,2,64,120,1,21.17,2020-09-18,2020-09-20
C_ID_45136,Amy,Black,"Safco Commercial Shelving","Office Supplies",Corporate,"Dearborn Heights",Michigan,"United States",Central,"Advance shipping",O_ID_3000309,"Standard Class",4,2,32,200,1,75.6,2020-09-03,2020-02-12
C_ID_47191,Mary,Black,"Logitech Wireless Marathon Mouse M705",Technology,Corporate,Alexandria,Virginia,"United States",South,"Advance shipping",O_ID_3000310,"Standard Class",4,2,21,130,1,-24.57,2020-01-04,2020-03-04
C_ID_50116,Mary,Maxwell,"Newell 321","Office Supplies",Corporate,"New York City","New York","United States",East,"Advance shipping",O_ID_3000311,"Standard Class",4,2,32,200,1,-21.67,2020-11-25,2020-11-27
C_ID_50116,Robert,Dartt,"Stanley Contemporary Battery Pencil Sharpeners","Office Supplies",Consumer,"Dearborn Heights",Michigan,"United States",Central,"Advance shipping",O_ID_3000312,"Standard Class",4,2,36,200,1,57.4,2020-01-01,2020-01-03
C_ID_47351,Mary,Dartt,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","Office Supplies",Consumer,Decatur,Illinois,"United States",Central,"Advance shipping",O_ID_3000313,"Standard Class",4,2,72,120,1,20.66,2020-02-14,2020-04-14
C_ID_49881,Marie,Maxwell,"Crayola Colored Pencils","Office Supplies",Corporate,Decatur,Illinois,"United States",Central,"Advance shipping",O_ID_3000314,"Standard Class",4,2,54,300,1,71.34,2020-09-18,2020-09-20
C_ID_42691,Mary,Phan,"Ibico Standard Transparent Covers","Office Supplies",Corporate,Alexandria,Virginia,"United States",South,"Advance shipping",O_ID_3000315,"Standard Class",4,2,23,130,1,38.69,2020-12-20,2020-12-22
C_ID_41696,Jesse,Dartt,"Fellowes Twister Kit, Gray/Clear, 3/pkg","Office Supplies",Consumer,Alexandria,Virginia,"United States",South,"Advance shipping",O_ID_3000316,"Standard Class",4,2,54,300,1,105.77,2020-10-29,2020-10-31
C_ID_50116,Robert,Maxwell,"Xerox 1957","Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000317,"Standard Class",4,2,75,300,1,51.75,2020-01-01,2020-01-03
C_ID_47351,Mary,Hopkins,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Office Supplies","Home Office","Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000318,"Standard Class",4,2,100,400,1,122.99,2020-01-04,2020-03-04
C_ID_49881,Crystal,Dartt,"Space Solutions HD Industrial Steel Shelving.","Office Supplies",Consumer,Seattle,Washington,"United States",West,"Advance shipping",O_ID_3000319,"Standard Class",4,2,0,200,1,52,2020-09-03,2020-02-12
C_ID_45986,Ryan,Grady,"Adjustable Personal File Tote","Office Supplies",Corporate,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000320,"Standard Class",4,2,0,60,1,-104.98,2020-08-30,2020-09-01
C_ID_42691,Jennifer,Grady,"Tenex File Box, Personal Filing Tote with Lid, Black","Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000321,"Standard Class",4,2,0,130,1,-103.99,2020-09-25,2020-09-27
C_ID_49096,Robert,Maxwell,"Martin Yale Chadless Opener Electric Letter Opener","Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000322,"Standard Class",4,2,0,120,1,84.4,2020-09-21,2020-09-23
C_ID_45526,Mary,Maxwell,"AT&T CL82213",Technology,Corporate,Lancaster,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000323,"Standard Class",4,2,0,130,1,65,2020-11-14,2020-11-16
C_ID_49881,Mary,Yotov,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",Furniture,Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000324,"Standard Class",4,2,0,130,1,42.9,2020-09-26,2020-09-28
C_ID_50116,Mary,Yotov,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000325,"Standard Class",4,2,1,130,1,61.77,2020-11-14,2020-11-16
C_ID_41681,Mary,Cohen,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Corporate,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000326,"Standard Class",4,2,1,100,1,46.53,2020-09-26,2020-09-28
C_ID_41436,Mary,Daniels,"KI Adjustable-Height Table",Furniture,"Home Office",Seattle,Washington,"United States",West,"Advance shipping",O_ID_3000327,"Standard Class",4,2,3,130,1,14.4,2020-10-12,2020-12-12
C_ID_43196,Robert,Hawley,"Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000328,"Standard Class",4,2,8,120,1,29.4,2020-11-14,2020-11-16
C_ID_46591,Mary,Phonely,"Large Capacity Hanging Post Binders","Office Supplies",Corporate,Mobile,Alabama,"United States",South,"Advance shipping",O_ID_3000330,"Standard Class",4,2,1,50,1,16.56,2020-12-18,2020-12-20
C_ID_43241,Richard,Yotov,"Xerox 194","Office Supplies",Corporate,Columbia,"South Carolina","United States",South,"Advance shipping",O_ID_3000331,"Standard Class",4,2,1,60,1,-13.23,2020-09-24,2020-09-26
C_ID_46591,Mary,Yotov,"Xerox 211","Office Supplies",Corporate,Marietta,Georgia,"United States",South,"Advance shipping",O_ID_3000332,"Standard Class",4,2,4,200,1,15.68,2020-12-31,2020-01-02
C_ID_43241,Joseph,Daniels,"Martin-Yale Premier Letter Opener","Office Supplies","Home Office",Columbia,"South Carolina","United States",South,"Advance shipping",O_ID_3000333,"Standard Class",4,2,3,130,1,-14.4,2020-12-19,2020-12-21
C_ID_42361,Cheryl,Cohen,"Kingston Digital DataTraveler 32GB USB 2.0",Technology,Corporate,Marietta,Georgia,"United States",South,"Advance shipping",O_ID_3000334,"Standard Class",4,2,1,60,1,-13.23,2020-11-30,2020-12-02
C_ID_46596,Raymond,Hawley,"Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset",Technology,Corporate,Decatur,Alabama,"United States",South,"Advance shipping",O_ID_3000335,"Standard Class",4,2,3,130,1,-15.92,2020-09-14,2020-11-14
C_ID_42551,Robert,Daniels,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",Technology,"Home Office",Concord,California,"United States",West,"Advance shipping",O_ID_3000336,"Standard Class",4,2,12,120,1,-1047.55,2020-11-14,2020-11-16
C_ID_48941,John,Johnson,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Consumer,Toledo,Ohio,"United States",East,"Advance shipping",O_ID_3000337,"Standard Class",4,2,2,55,1,6.67,2020-09-03,2020-02-12
C_ID_43141,Daniel,Schwarz,"Xerox 1945","Office Supplies",Corporate,Glendale,Arizona,"United States",West,"Advance shipping",O_ID_3000338,"Standard Class",4,2,6,200,1,60.72,2020-01-16,2020-01-18
C_ID_49856,Kimberly,Mitchum,"Xerox 226","Office Supplies","Home Office",Chandler,Arizona,"United States",West,"Advance shipping",O_ID_3000339,"Standard Class",4,2,2,50,1,13.57,2020-11-28,2020-11-30
C_ID_49026,Mary,Schwarz,"AT&T TR1909W",Technology,Corporate,Glendale,Arizona,"United States",West,"Advance shipping",O_ID_3000340,"Standard Class",4,2,4,130,1,63.05,2020-12-31,2020-01-02
C_ID_47746,Robert,Mitchum,"RCA Visys Integrated PBX 8-Line Router",Technology,"Home Office",Concord,California,"United States",West,"Advance shipping",O_ID_3000341,"Standard Class",4,2,6,200,1,13,2020-09-21,2020-09-23
C_ID_46501,Mary,Ausman,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Corporate,Lewiston,Idaho,"United States",West,"Advance shipping",O_ID_3000342,"Standard Class",4,2,4,130,1,60.52,2020-01-12,2020-03-12
C_ID_46596,Rebecca,Mautz,"Bevis 36 x 72 Conference Tables",Furniture,"Home Office",Miami,Florida,"United States",South,"Advance shipping",O_ID_3000343,"Standard Class",4,2,2,50,1,8.73,2020-12-15,2020-12-17
C_ID_41666,Judy,Stevenson,"Riverside Furniture Stanwyck Manor Table Series",Furniture,Consumer,Miami,Florida,"United States",South,"Advance shipping",O_ID_3000344,"Standard Class",4,2,3,100,1,10.96,2020-09-01,2020-09-03
C_ID_50921,Raymond,Mitchum,"Binder Clips by OIC","Office Supplies",Corporate,"Great Falls",Montana,"United States",West,"Advance shipping",O_ID_3000345,"Standard Class",4,2,12,120,1,186.23,2020-09-14,2020-11-14
C_ID_47546,Mary,Chand,"Alliance Super-Size Bands, Assorted Sizes","Office Supplies","Home Office",Miami,Florida,"United States",South,"Advance shipping",O_ID_3000346,"Standard Class",4,2,5,130,1,15.6,2020-10-02,2020-01-13
C_ID_49856,Mary,Mitchum,"Things To Do Today Spiral Book","Office Supplies",Corporate,Miami,Florida,"United States",South,"Advance shipping",O_ID_3000347,"Standard Class",4,2,4,100,1,21.6,2020-12-22,2020-12-24
C_ID_42901,Amber,Mautz,"Logitech Wireless Headset h800",Technology,"Home Office","Great Falls",Montana,"United States",West,"Advance shipping",O_ID_3000348,"Standard Class",4,2,12,300,1,36,2020-12-23,2020-12-25
C_ID_41786,Judy,Engle,"GBC Personal VeloBind Strips","Office Supplies",Consumer,"Great Falls",Montana,"United States",West,"Advance shipping",O_ID_3000349,"Standard Class",4,2,4,100,1,32.64,2020-09-01,2020-09-03
C_ID_48761,Timothy,Kimmel,"Acco Banker's Clasps, 5 3/4"-Long"","Office Supplies",Consumer,Austin,Texas,"United States",Central,"Advance shipping",O_ID_3000350,"Standard Class",4,2,5,130,1,58.65,2020-09-21,2020-09-23
C_ID_41541,Raymond,Kimmel,"Xerox 224","Office Supplies",Consumer,"Redondo Beach",California,"United States",West,"Advance shipping",O_ID_3000351,"Standard Class",4,2,12,300,1,138.23,2020-09-14,2020-11-14
C_ID_46501,Daniel,Moray,"Eldon Simplefile Box Office","Office Supplies",Consumer,Lodi,California,"United States",West,"Advance shipping",O_ID_3000352,"Standard Class",4,2,2,32,1,5.71,2020-01-16,2020-01-18
C_ID_43661,Amber,Kimmel,"Logitech Wireless Anywhere Mouse MX for PC and Mac",Technology,Consumer,"Redondo Beach",California,"United States",West,"Advance shipping",O_ID_3000353,"Standard Class",4,2,15,300,1,71.25,2020-12-23,2020-12-25
C_ID_49211,Mary,Kimmel,"Logitech Wireless Gaming Headset G930",Technology,Consumer,Bloomington,Indiana,"United States",Central,"Advance shipping",O_ID_3000354,"Standard Class",4,2,15,300,1,82.64,2020-12-31,2020-01-02
C_ID_49311,Keith,Moray,"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",Technology,Consumer,"Redondo Beach",California,"United States",West,"Advance shipping",O_ID_3000355,"Standard Class",4,2,11,200,1,90.72,2020-07-13,2020-09-13
C_ID_41541,Ryan,Moray,"AT&T SB67148 SynJ",Technology,Consumer,"Redondo Beach",California,"United States",West,"Advance shipping",O_ID_3000356,"Standard Class",4,2,22,120,1,173.87,2020-08-30,2020-09-01
C_ID_42916,Jennifer,Mitchum,"Jawbone JAMBOX Wireless Bluetooth Speaker",Technology,"Home Office",Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000357,"Standard Class",4,2,1,25,1,7.68,2020-09-25,2020-09-27
C_ID_46501,Grace,Nguyen,"O'Sullivan Living Dimensions 2-Shelf Bookcases",Furniture,Corporate,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000358,"Standard Class",4,2,17,300,1,99.22,2020-01-03,2020-02-04
C_ID_50921,Rebecca,Hooks,"Prismacolor Color Pencil Set","Office Supplies",Corporate,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000359,"Standard Class",4,2,17,300,1,28.35,2020-12-21,2020-12-23
C_ID_49311,Arthur,Nguyen,"Recycled Pressboard Report Cover with Reinforced Top Hinge","Office Supplies",Corporate,Baltimore,Maryland,"United States",East,"Advance shipping",O_ID_3000360,"Standard Class",4,2,22,120,1,170.09,2020-05-12,2020-07-12
C_ID_49856,Mary,Visinsky,"Xerox 213","Office Supplies",Consumer,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000361,"Standard Class",4,2,4,60,1,27.34,2020-09-30,2020-10-02
C_ID_44191,Mary,Nguyen,"AT&T 1080 Corded phone",Technology,Corporate,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000362,"Standard Class",4,2,9,130,1,-48.36,2020-10-29,2020-10-31
C_ID_41436,James,Nguyen,"Pyle PMP37LED",Technology,Corporate,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000363,"Same Day",0,0,48,120,1,-246.38,2020-04-30,2020-04-30
C_ID_43196,Emily,Doherty,"Newell 314","Office Supplies",Corporate,Wilmington,"North Carolina","United States",South,"Shipping on time",O_ID_3000364,"Same Day",0,0,40,250,5,102.86,2020-08-04,2020-08-04
C_ID_50046,Elizabeth,Doherty,"Fellowes PB200 Plastic Comb Binding Machine","Office Supplies",Corporate,Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000365,"Same Day",0,0,8,50,1,6.76,2020-08-28,2020-08-28
C_ID_49171,Rachel,Doherty,Staples,"Office Supplies",Corporate,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000366,"Same Day",0,0,0,250,1,120,2020-11-07,2020-11-07
C_ID_42021,Mary,Ferrer,"Avery 479","Office Supplies","Home Office",Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000367,"Same Day",0,0,5,120,1,173.23,2020-07-19,2020-07-19
C_ID_45506,Joseph,Stevenson,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",Furniture,"Home Office",Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000369,"Same Day",0,0,4,125,1,12.12,2020-08-20,2020-08-20
C_ID_33035,Justin,Stevenson,"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","Home Office","Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000370,"Same Day",0,0,8,200,1,57.59,2020-05-16,2020-05-16
C_ID_50570,Daniel,Phelps,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","Office Supplies",Corporate,Houston,Texas,"United States",Central,"Shipping on time",O_ID_3000371,"Same Day",0,0,17,120,1,133.22,2020-07-27,2020-07-27
C_ID_41273,Alan,Miller,"DMI Arturo Collection Mission-style Design Wood Chair",Furniture,Consumer,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000372,"Same Day",0,0,21,120,1,101.26,2020-04-30,2020-04-30
C_ID_31940,Rachel,Lee,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies",Consumer,"San Jose",California,"United States",West,"Shipping on time",O_ID_3000373,"Same Day",0,0,22,250,1,56.85,2020-11-07,2020-11-07
